model,1769120795.754,0.63,0.2228,0.64,0.2351
model,1769120796.033,0.69,0.1933,0.64,0.2111
model,1769120796.306,0.62,0.2294,0.64,0.2301
model,1769120796.581,0.57,0.2612,0.69,0.1964
model,1769120796.844,0.74,0.1799,0.73,0.1935
model,1769120797.11,0.63,0.2262,0.68,0.2272
model,1769120797.38,0.66,0.2137,0.76,0.1921
model,1769120797.695,0.68,0.196,0.59,0.2489
model,1769120797.99,0.67,0.2115,0.59,0.238
model,1769120798.285,0.67,0.2203,0.66,0.2166
model,1769120798.562,0.69,0.1979,0.62,0.2342
model,1769120798.859,0.66,0.21,0.62,0.2262
model,1769120799.163,0.69,0.219,0.64,0.22
model,1769120799.442,0.57,0.2441,0.63,0.2111
model,1769120799.728,0.61,0.2275,0.59,0.2267
model,1769120800.016,0.68,0.2056,0.64,0.2205
model,1769120800.297,0.64,0.2155,0.6,0.2389
model,1769120800.598,0.67,0.2221,0.6,0.2134
model,1769120800.862,0.67,0.2127,0.72,0.1803
model,1769120801.161,0.69,0.2042,0.57,0.2502
model,1769120801.452,0.63,0.2304,0.59,0.2419
model,1769120801.738,0.58,0.2347,0.62,0.2262
model,1769120802.034,0.64,0.229,0.61,0.2196
model,1769120802.311,0.71,0.2096,0.7,0.2092
model,1769120802.61,0.63,0.2211,0.71,0.2063
model,1769120802.87,0.63,0.2309,0.72,0.1899
model,1769120803.135,0.61,0.2353,0.67,0.2122
model,1769120803.393,0.66,0.2073,0.66,0.2252
model,1769120803.657,0.63,0.2244,0.56,0.263
model,1769120803.917,0.64,0.2361,0.58,0.228
model,1769120804.165,0.65,0.2323,0.66,0.209
model,1769120804.426,0.59,0.224,0.63,0.2257
model,1769120804.696,0.62,0.2247,0.57,0.2399
model,1769120804.94,0.68,0.2205,0.62,0.2251
model,1769120805.195,0.72,0.2035,0.72,0.2123
model,1769120805.448,0.63,0.2225,0.65,0.2184
model,1769120805.704,0.71,0.2004,0.61,0.2275
model,1769120805.976,0.5,0.2664,0.57,0.2437
model,1769120806.231,0.72,0.2041,0.61,0.242
model,1769120806.478,0.63,0.2171,0.71,0.2036
model,1769120806.751,0.74,0.2123,0.69,0.2069
model,1769120807.029,0.67,0.2044,0.61,0.2172
model,1769120807.273,0.7,0.1982,0.61,0.2367
model,1769120807.483,0.73,0.1847,0.63,0.2298
model,1769120807.709,0.58,0.2491,0.65,0.2208
model,1769120807.914,0.7,0.1914,0.61,0.2343
model,1769120808.115,0.68,0.214,0.54,0.253
model,1769120808.329,0.62,0.222,0.68,0.2128
model,1769120808.543,0.71,0.1978,0.72,0.1913
model,1769120808.749,0.63,0.2267,0.59,0.2603
model,1769120808.932,0.56,0.2586,0.64,0.2155
model,1769120809.147,0.56,0.2584,0.54,0.2534
model,1769120809.38,0.64,0.2109,0.56,0.2434
model,1769120809.599,0.66,0.2276,0.69,0.2085
model,1769120809.817,0.67,0.2231,0.63,0.2152
model,1769120810.014,0.62,0.2262,0.75,0.1735
model,1769120810.226,0.68,0.2101,0.65,0.2249
model,1769120810.435,0.69,0.2136,0.67,0.2203
model,1769120810.635,0.72,0.1992,0.64,0.2059
model,1769120810.878,0.73,0.2033,0.61,0.229
model,1769120811.082,0.69,0.2137,0.74,0.1971
model,1769120811.297,0.69,0.2167,0.57,0.2481
model,1769120811.497,0.69,0.1967,0.72,0.2027
model,1769120811.706,0.69,0.2075,0.71,0.1967
model,1769120811.925,0.61,0.2146,0.67,0.1984
model,1769120812.123,0.6,0.2426,0.73,0.1923
model,1769120812.315,0.58,0.2397,0.68,0.2112
model,1769120812.539,0.61,0.2459,0.68,0.2266
model,1769120812.752,0.64,0.2181,0.66,0.2206
model,1769120812.996,0.62,0.2227,0.68,0.2011
model,1769120813.232,0.65,0.2158,0.58,0.2438
model,1769120813.457,0.65,0.2328,0.64,0.2273
model,1769120813.737,0.58,0.2305,0.61,0.2334
model,1769120814.009,0.63,0.218,0.59,0.2343
model,1769120814.288,0.72,0.1942,0.65,0.2138
model,1769120814.561,0.69,0.2079,0.68,0.2236
model,1769120814.828,0.73,0.1968,0.55,0.2523
model,1769120815.104,0.68,0.1971,0.75,0.2045
model,1769120815.378,0.65,0.2201,0.73,0.1983
model,1769120815.622,0.59,0.2208,0.7,0.198
model,1769120815.882,0.79,0.1753,0.7,0.2084
model,1769120816.133,0.7,0.2169,0.72,0.1938
model,1769120816.396,0.76,0.1874,0.63,0.2228
model,1769120816.685,0.68,0.1989,0.65,0.2255
model,1769120816.961,0.64,0.2021,0.67,0.2145
model,1769120817.181,0.71,0.1948,0.61,0.2206
model,1769120817.382,0.64,0.2306,0.65,0.2269
model,1769120817.611,0.76,0.1809,0.61,0.2461
model,1769120817.827,0.72,0.2285,0.66,0.2115
model,1769120818.036,0.55,0.2711,0.67,0.1926
model,1769120818.247,0.66,0.211,0.68,0.2297
model,1769120818.453,0.6,0.2493,0.64,0.2308
model,1769120818.665,0.68,0.2149,0.64,0.2478
model,1769120818.914,0.74,0.1866,0.68,0.2145
model,1769120819.15,0.72,0.2055,0.67,0.2108
model,1769120819.332,0.67,0.2174,0.63,0.2251
model,1769120819.548,0.65,0.2262,0.67,0.2015
model,1769120819.799,0.68,0.2065,0.62,0.2224
model,1769120820.077,0.72,0.2028,0.65,0.2424
model,1769120820.362,0.67,0.2343,0.59,0.2553
model,1769120820.634,0.65,0.2301,0.59,0.227
model,1769120820.894,0.67,0.2054,0.7,0.2132
model,1769120821.154,0.59,0.2538,0.74,0.1914
model,1769120821.42,0.59,0.2267,0.68,0.2237
model,1769120821.672,0.69,0.2199,0.72,0.1998
model,1769120821.915,0.67,0.217,0.63,0.2264
model,1769120822.181,0.65,0.2162,0.6,0.223
model,1769120822.419,0.66,0.2091,0.7,0.2144
model,1769120822.688,0.67,0.2073,0.61,0.2135
model,1769120822.92,0.68,0.2152,0.67,0.2136
model,1769120823.176,0.66,0.2112,0.64,0.2246
model,1769120823.425,0.58,0.2345,0.6,0.2178
model,1769120823.709,0.71,0.2113,0.54,0.2593
model,1769120823.961,0.6,0.2419,0.65,0.2254
model,1769120824.193,0.65,0.2184,0.64,0.2268
model,1769120824.45,0.7,0.2084,0.6,0.2277
model,1769120824.701,0.58,0.2359,0.69,0.2013
model,1769120824.954,0.68,0.2121,0.64,0.2207
model,1769120825.187,0.72,0.1879,0.67,0.1968
model,1769120825.441,0.65,0.2313,0.64,0.2092
model,1769120825.681,0.65,0.2237,0.7,0.202
model,1769120825.93,0.63,0.2191,0.7,0.1932
model,1769120826.192,0.64,0.2148,0.71,0.1887
model,1769120826.43,0.73,0.1929,0.72,0.2004
model,1769120826.709,0.74,0.1943,0.7,0.196
model,1769120826.971,0.71,0.1921,0.66,0.1945
model,1769120827.241,0.71,0.2057,0.73,0.1862
model,1769120827.496,0.65,0.2228,0.65,0.2108
model,1769120827.761,0.64,0.2155,0.61,0.2284
model,1769120828.024,0.66,0.2301,0.63,0.2242
model,1769120828.277,0.67,0.2142,0.78,0.1634
model,1769120828.522,0.61,0.2336,0.65,0.1999
model,1769120828.778,0.69,0.1945,0.69,0.189
model,1769120829.032,0.76,0.1946,0.68,0.211
model,1769120829.289,0.6,0.2356,0.72,0.195
model,1769120829.566,0.56,0.2615,0.71,0.208
model,1769120829.877,0.77,0.1843,0.71,0.1885
model,1769120830.168,0.65,0.221,0.72,0.1856
model,1769120830.441,0.74,0.1942,0.61,0.2352
model,1769120830.717,0.62,0.2313,0.64,0.2368
model,1769120830.998,0.6,0.225,0.71,0.1939
model,1769120831.295,0.72,0.2083,0.68,0.2178
model,1769120831.618,0.74,0.2062,0.69,0.2061
model,1769120831.925,0.72,0.192,0.67,0.2004
model,1769120832.201,0.73,0.1904,0.74,0.1935
model,1769120832.49,0.56,0.2276,0.74,0.1787
model,1769120832.762,0.66,0.2223,0.68,0.2213
model,1769120833.112,0.61,0.2166,0.69,0.2024
model,1769120833.409,0.66,0.2066,0.71,0.203
model,1769120833.715,0.66,0.2115,0.7,0.193
model,1769120834.005,0.63,0.194,0.59,0.2242
model,1769120834.303,0.63,0.2165,0.74,0.1771
model,1769120834.573,0.64,0.2097,0.7,0.1905
model,1769120834.813,0.64,0.2164,0.78,0.1853
model,1769120835.088,0.79,0.1905,0.65,0.2086
model,1769120835.344,0.57,0.2314,0.64,0.2054
model,1769120835.613,0.63,0.2195,0.62,0.2119
model,1769120835.869,0.65,0.225,0.74,0.1926
model,1769120836.14,0.7,0.1933,0.76,0.1659
model,1769120836.411,0.67,0.206,0.68,0.1907
model,1769120836.681,0.76,0.1733,0.52,0.2591
model,1769120836.937,0.66,0.2299,0.72,0.2006
model,1769120837.217,0.58,0.2366,0.66,0.2272
model,1769120837.461,0.71,0.1933,0.67,0.2141
model,1769120837.674,0.73,0.1857,0.71,0.1895
model,1769120837.88,0.67,0.2004,0.68,0.2033
model,1769120838.103,0.64,0.2162,0.7,0.2128
model,1769120838.332,0.76,0.186,0.72,0.1837
model,1769120838.53,0.74,0.18,0.79,0.1726
model,1769120838.768,0.63,0.2225,0.75,0.1899
model,1769120838.995,0.72,0.1939,0.72,0.1944
model,1769120839.236,0.72,0.1864,0.78,0.1803
model,1769120839.448,0.6,0.2312,0.65,0.2164
model,1769120839.657,0.65,0.2124,0.58,0.2177
model,1769120839.849,0.62,0.2121,0.69,0.2084
model,1769120840.064,0.67,0.208,0.65,0.2214
model,1769120840.273,0.67,0.2179,0.69,0.1986
model,1769120840.497,0.64,0.2088,0.81,0.1691
model,1769120840.697,0.77,0.1742,0.78,0.1728
model,1769120840.896,0.7,0.1909,0.72,0.1871
model,1769120841.108,0.71,0.1848,0.61,0.2537
model,1769120841.315,0.68,0.1958,0.58,0.247
model,1769120841.535,0.64,0.2326,0.72,0.1663
model,1769120841.73,0.69,0.1921,0.71,0.1889
model,1769120841.933,0.77,0.1815,0.75,0.1514
model,1769120842.147,0.69,0.2109,0.62,0.2358
model,1769120842.375,0.64,0.2141,0.7,0.1848
model,1769120842.588,0.63,0.2083,0.69,0.1975
model,1769120842.78,0.67,0.2051,0.67,0.2163
model,1769120842.999,0.6,0.2379,0.71,0.1796
model,1769120843.212,0.68,0.2181,0.69,0.2001
model,1769120843.414,0.66,0.2013,0.73,0.2038
model,1769120843.617,0.71,0.1932,0.6,0.2352
model,1769120843.845,0.7,0.2044,0.64,0.229
model,1769120844.065,0.7,0.1909,0.61,0.2228
model,1769120844.295,0.71,0.182,0.69,0.1945
model,1769120844.518,0.66,0.2155,0.7,0.2015
model,1769120844.746,0.68,0.2029,0.61,0.2263
model,1769120844.971,0.56,0.2313,0.62,0.2123
model,1769120845.177,0.73,0.1776,0.76,0.1792
model,1769120845.38,0.67,0.2006,0.69,0.1984
model,1769120845.662,0.62,0.2237,0.68,0.1943
model,1769120845.895,0.73,0.1877,0.64,0.2137
model,1769120846.159,0.73,0.1841,0.6,0.2351
model,1769120846.405,0.6,0.2324,0.66,0.2059
model,1769120846.685,0.55,0.256,0.65,0.2147
model,1769120846.95,0.58,0.2414,0.66,0.2075
model,1769120847.203,0.81,0.1613,0.62,0.2188
model,1769120847.48,0.69,0.1988,0.65,0.2185
model,1769120847.713,0.68,0.2168,0.67,0.1882
model,1769120848.013,0.67,0.228,0.69,0.194
model,1769120848.276,0.65,0.2135,0.62,0.2175
model,1769120848.537,0.67,0.2143,0.67,0.211
model,1769120848.822,0.66,0.2102,0.66,0.2017
model,1769120849.093,0.68,0.2029,0.66,0.2122
model,1769120849.346,0.68,0.2041,0.72,0.1981
model,1769120849.549,0.69,0.1924,0.58,0.2352
model,1769120849.765,0.72,0.1917,0.73,0.1772
model,1769120850.027,0.76,0.1818,0.7,0.1968
model,1769120850.31,0.71,0.1756,0.72,0.1832
model,1769120850.603,0.72,0.1901,0.7,0.197
model,1769120850.871,0.76,0.1733,0.69,0.2069
model,1769120851.146,0.74,0.19,0.58,0.2237
model,1769120851.43,0.68,0.2023,0.6,0.226
model,1769120851.688,0.73,0.1679,0.68,0.1991
model,1769120851.944,0.73,0.1891,0.66,0.1954
model,1769120852.197,0.77,0.1635,0.67,0.2273
model,1769120852.447,0.64,0.2265,0.69,0.2076
model,1769120852.684,0.6,0.242,0.76,0.1553
model,1769120852.927,0.81,0.1436,0.69,0.2064
model,1769120853.217,0.71,0.1947,0.66,0.2197
model,1769120853.495,0.68,0.2141,0.67,0.1973
model,1769120853.73,0.72,0.1715,0.64,0.2211
model,1769120853.994,0.78,0.1681,0.7,0.18
model,1769120854.243,0.64,0.2079,0.68,0.2149
model,1769120854.497,0.71,0.1914,0.66,0.1988
model,1769120854.729,0.68,0.1917,0.75,0.1734
model,1769120854.994,0.71,0.2051,0.69,0.1896
model,1769120855.255,0.67,0.2223,0.62,0.2347
model,1769120855.502,0.64,0.1998,0.69,0.1868
model,1769120855.761,0.71,0.1841,0.69,0.1967
model,1769120856.01,0.69,0.2028,0.65,0.2139
model,1769120856.269,0.69,0.1892,0.59,0.2222
model,1769120856.519,0.67,0.1928,0.62,0.2264
model,1769120856.798,0.64,0.2094,0.66,0.2259
