model,1769120857.052,0.62,0.2323,0.65,0.2185
model,1769120857.306,0.66,0.2111,0.71,0.195
model,1769120857.551,0.64,0.2134,0.64,0.2209
model,1769120857.817,0.68,0.214,0.64,0.2131
model,1769120858.079,0.62,0.2218,0.61,0.2256
model,1769120858.325,0.67,0.2095,0.73,0.2053
model,1769120858.606,0.63,0.2294,0.72,0.1896
model,1769120858.868,0.71,0.1929,0.71,0.195
model,1769120859.126,0.7,0.1915,0.67,0.1958
model,1769120859.393,0.67,0.2157,0.65,0.2125
model,1769120859.641,0.7,0.2019,0.67,0.2129
model,1769120859.895,0.65,0.2019,0.7,0.205
model,1769120860.138,0.71,0.2122,0.62,0.2235
model,1769120860.371,0.72,0.1977,0.74,0.1716
model,1769120860.644,0.72,0.1815,0.63,0.2339
model,1769120860.904,0.67,0.2032,0.65,0.2288
model,1769120861.161,0.69,0.2072,0.65,0.1949
model,1769120861.393,0.56,0.2384,0.73,0.2168
model,1769120861.688,0.75,0.1647,0.72,0.1918
model,1769120861.972,0.59,0.2133,0.68,0.2109
model,1769120862.263,0.77,0.1822,0.66,0.2216
model,1769120862.524,0.69,0.183,0.72,0.2091
model,1769120862.812,0.72,0.1805,0.77,0.1684
model,1769120863.11,0.71,0.1746,0.61,0.232
model,1769120863.39,0.64,0.2096,0.69,0.206
model,1769120863.688,0.74,0.1742,0.66,0.2138
model,1769120863.986,0.76,0.174,0.69,0.207
model,1769120864.293,0.73,0.2011,0.79,0.1651
model,1769120864.582,0.76,0.1768,0.7,0.1905
model,1769120864.873,0.7,0.2055,0.7,0.1952
model,1769120865.145,0.65,0.2056,0.63,0.2347
model,1769120865.427,0.61,0.2295,0.71,0.2029
model,1769120865.736,0.74,0.1889,0.7,0.1973
model,1769120866.023,0.69,0.1995,0.71,0.1877
model,1769120866.302,0.69,0.2001,0.74,0.1766
model,1769120866.581,0.64,0.2053,0.62,0.2202
model,1769120866.845,0.67,0.2093,0.67,0.1949
model,1769120867.096,0.73,0.1832,0.64,0.229
model,1769120867.335,0.78,0.1685,0.72,0.2042
model,1769120867.563,0.72,0.1904,0.71,0.1742
model,1769120867.786,0.69,0.1994,0.7,0.1803
model,1769120867.998,0.69,0.1859,0.62,0.2175
model,1769120868.2,0.76,0.1714,0.73,0.1763
model,1769120868.405,0.72,0.1857,0.66,0.2094
model,1769120868.641,0.72,0.1913,0.65,0.2068
model,1769120868.849,0.64,0.2097,0.69,0.1929
model,1769120869.109,0.66,0.219,0.65,0.2208
model,1769120869.301,0.64,0.2294,0.7,0.1982
model,1769120869.533,0.71,0.1931,0.65,0.2046
model,1769120869.747,0.71,0.1744,0.73,0.1862
model,1769120869.955,0.71,0.1865,0.63,0.2204
model,1769120870.168,0.71,0.2199,0.76,0.1758
model,1769120870.379,0.61,0.2254,0.68,0.2011
model,1769120870.566,0.73,0.1865,0.78,0.1777
model,1769120870.78,0.79,0.1629,0.73,0.1881
model,1769120871.001,0.7,0.1909,0.69,0.1976
model,1769120871.226,0.8,0.1522,0.76,0.1684
model,1769120871.444,0.67,0.1902,0.69,0.2028
model,1769120871.648,0.73,0.1947,0.69,0.197
model,1769120871.846,0.75,0.1795,0.74,0.1696
model,1769120872.1,0.81,0.1422,0.71,0.1957
model,1769120872.292,0.62,0.2263,0.71,0.1861
model,1769120872.48,0.75,0.1721,0.71,0.1966
model,1769120872.703,0.73,0.1809,0.62,0.2394
model,1769120872.919,0.77,0.1706,0.72,0.2091
model,1769120873.148,0.72,0.1882,0.69,0.1924
model,1769120873.354,0.69,0.2077,0.73,0.1778
model,1769120873.562,0.8,0.1503,0.79,0.1577
model,1769120873.765,0.74,0.1919,0.7,0.2015
model,1769120873.98,0.7,0.2119,0.78,0.1442
model,1769120874.197,0.64,0.2093,0.74,0.1771
model,1769120874.429,0.69,0.2196,0.75,0.1765
model,1769120874.629,0.7,0.2037,0.69,0.1759
model,1769120874.844,0.8,0.1614,0.67,0.2156
model,1769120875.046,0.76,0.1844,0.63,0.215
model,1769120875.263,0.76,0.1891,0.7,0.1718
model,1769120875.48,0.7,0.19,0.66,0.2044
model,1769120875.681,0.79,0.1724,0.67,0.2078
model,1769120875.913,0.76,0.1823,0.75,0.1676
model,1769120876.133,0.64,0.2326,0.65,0.1971
model,1769120876.369,0.68,0.2158,0.67,0.1959
model,1769120876.589,0.8,0.157,0.66,0.2119
model,1769120876.806,0.62,0.2238,0.76,0.169
model,1769120877.034,0.63,0.2162,0.7,0.186
model,1769120877.231,0.67,0.1989,0.73,0.1759
model,1769120877.484,0.72,0.1932,0.66,0.2032
model,1769120877.784,0.68,0.1928,0.75,0.1874
model,1769120878.082,0.74,0.166,0.74,0.1831
model,1769120878.346,0.77,0.1741,0.73,0.2039
model,1769120878.608,0.73,0.1837,0.69,0.2051
model,1769120878.879,0.78,0.1629,0.69,0.1898
model,1769120879.127,0.63,0.2138,0.66,0.2003
model,1769120879.421,0.79,0.1636,0.77,0.1609
model,1769120879.675,0.59,0.2223,0.62,0.2105
model,1769120879.944,0.73,0.176,0.67,0.2079
model,1769120880.249,0.79,0.1687,0.74,0.1729
model,1769120880.539,0.62,0.2275,0.72,0.1787
model,1769120880.813,0.68,0.194,0.76,0.1512
model,1769120881.077,0.79,0.1588,0.73,0.1802
model,1769120881.345,0.65,0.21,0.68,0.1927
model,1769120881.578,0.68,0.1974,0.66,0.2003
model,1769120881.78,0.73,0.1661,0.67,0.2117
model,1769120881.996,0.68,0.2086,0.7,0.1936
model,1769120882.215,0.79,0.1532,0.72,0.1846
model,1769120882.464,0.68,0.2005,0.69,0.1974
model,1769120882.701,0.76,0.1626,0.63,0.2276
model,1769120882.946,0.76,0.1623,0.67,0.2108
model,1769120883.187,0.73,0.2002,0.68,0.2073
model,1769120883.436,0.69,0.1878,0.67,0.2176
model,1769120883.688,0.68,0.2058,0.74,0.1635
model,1769120883.942,0.73,0.1729,0.72,0.1919
model,1769120884.177,0.73,0.198,0.69,0.2029
model,1769120884.42,0.72,0.184,0.78,0.1582
model,1769120884.663,0.77,0.1644,0.73,0.1838
model,1769120884.912,0.72,0.1928,0.69,0.1953
model,1769120885.169,0.59,0.2405,0.71,0.1779
model,1769120885.416,0.72,0.1774,0.67,0.2182
model,1769120885.673,0.68,0.189,0.64,0.217
model,1769120885.916,0.74,0.1832,0.72,0.1841
model,1769120886.161,0.74,0.1933,0.77,0.166
model,1769120886.403,0.69,0.1897,0.77,0.1612
model,1769120886.662,0.72,0.203,0.68,0.1961
model,1769120886.957,0.71,0.1933,0.73,0.1804
model,1769120887.221,0.8,0.162,0.67,0.2051
model,1769120887.491,0.78,0.1623,0.76,0.179
model,1769120887.756,0.64,0.2131,0.71,0.1964
model,1769120888.017,0.67,0.2072,0.64,0.2224
model,1769120888.28,0.6,0.2151,0.67,0.206
model,1769120888.556,0.69,0.1961,0.65,0.2238
model,1769120888.799,0.69,0.1917,0.67,0.2072
model,1769120889.047,0.72,0.1796,0.8,0.1661
model,1769120889.307,0.69,0.1976,0.73,0.2041
model,1769120889.568,0.73,0.1885,0.71,0.1839
model,1769120889.823,0.69,0.1757,0.66,0.2165
model,1769120890.06,0.79,0.1814,0.71,0.215
model,1769120890.319,0.66,0.1943,0.73,0.1814
model,1769120890.597,0.77,0.1713,0.74,0.1719
model,1769120890.835,0.73,0.1931,0.71,0.1935
model,1769120891.106,0.79,0.1541,0.64,0.2162
model,1769120891.373,0.77,0.1641,0.7,0.2017
model,1769120891.633,0.77,0.1599,0.7,0.1618
model,1769120891.914,0.71,0.1898,0.69,0.1896
model,1769120892.176,0.73,0.1834,0.75,0.1799
model,1769120892.428,0.76,0.1668,0.81,0.1397
model,1769120892.688,0.77,0.1526,0.72,0.1791
model,1769120892.943,0.73,0.1776,0.76,0.1639
model,1769120893.236,0.67,0.2046,0.73,0.1713
model,1769120893.515,0.76,0.1703,0.72,0.1822
model,1769120893.805,0.77,0.1596,0.76,0.1931
model,1769120894.086,0.75,0.1715,0.76,0.1822
model,1769120894.364,0.74,0.1714,0.66,0.2067
model,1769120894.654,0.74,0.1754,0.65,0.206
model,1769120894.984,0.7,0.192,0.66,0.203
