Price,Close,High,Low,Open,Volume
Ticker,ARES,ARES,ARES,ARES,ARES
Date,,,,,
2014-05-02,11.346397399902344,11.437900370158935,10.980384355352578,11.071887325609172,7698200
2014-05-05,11.346397399902344,11.651408076439916,11.163390295865764,11.248794076492192,611400
2014-05-06,11.273197174072266,11.376900876839622,11.22439550003608,11.285397883462235,398400
2014-05-07,10.815679550170898,11.306137295504504,10.589972275241868,11.26709526355249,748800
2014-05-08,10.827881813049316,11.254897335874823,10.736378819164905,10.736378819164905,244300
2014-05-09,10.730277061462402,10.901083480964564,10.614372663817237,10.833980751245225,446000
2014-05-12,10.498470306396484,10.870583823847948,10.254461919347888,10.772980469028509,899700
2014-05-13,10.492368698120117,10.577771323035591,10.175157286257642,10.498467888308223,452800
2014-05-14,10.461867332458496,10.602171982658183,10.309361974365737,10.400864956516683,448900
2014-05-15,10.699775695800781,10.94378401810885,10.370363588042295,10.400864192009506,267800
2014-05-16,10.748579978942871,10.901085362980789,10.675376882654225,10.675376882654225,100000
2014-05-19,10.882781028747559,11.102389088117626,10.736376043675312,10.821778660753274,333800
2014-05-20,10.94378662109375,10.980387587264653,10.614374434984418,10.864483170279103,119000
2014-05-21,10.919384956359863,11.053590435182313,10.791280995873391,10.919384956359863,663000
2014-05-22,10.980386734008789,11.053589824185918,10.86814277141962,10.992587442958918,162800
2014-05-23,11.08409309387207,11.084093093872072,10.833984317971831,11.041391765819434,73600
2014-05-27,11.16339111328125,11.25489525376143,10.955983744966867,11.157291923204484,284400
2014-05-28,11.401302337646484,11.437903302427618,11.1719334216596,11.254897314998253,145200
2014-05-29,11.468401908874512,11.50500403078467,11.187792622037563,11.376898931146094,300000
2014-05-30,11.590410232543945,11.651412624367367,11.346401828774106,11.498907226570736,417900
2014-06-02,11.492806434631348,11.651412181940131,11.34030104262565,11.651412181940131,60500
2014-06-03,11.41350269317627,11.584309146810567,11.404352742212856,11.474505081154502,93900
2014-06-04,11.468401908874512,11.584306301209702,11.291496307069368,11.498903677132978,337100
2014-06-05,11.236597061157227,11.578208805304614,11.023089284743692,11.517206417254494,173900
2014-06-06,11.22439956665039,11.242700637365845,11.041393513592286,11.169497518028138,63900
2014-06-09,11.407398223876953,11.407398223876955,11.126787834411976,11.224391144611126,52800
2014-06-10,11.32810115814209,11.5397787321485,11.273199119934302,11.376902840601915,160000
2014-06-11,11.444005012512207,11.566008630740013,11.279298906204648,11.566008630740013,173800
2014-06-12,11.36469554901123,11.462300020942326,11.236591643047092,11.36469554901123,58400
2014-06-13,11.199992179870605,11.529403098589722,11.193891826845,11.340296808889427,52200
2014-06-16,11.346397399902344,11.468400972403336,11.193892061633557,11.248794076492192,114200
2014-06-17,11.254898071289062,11.447054021945013,11.102392683675518,11.346401071152435,263500
2014-06-18,11.346397399902344,11.46230178277317,11.25489442964575,11.340297046748784,273100
2014-06-19,11.37385082244873,11.450103507774577,11.199994792987695,11.199994792987695,241500
2014-06-20,11.376899719238281,11.437902096457433,11.267095672948518,11.376899719238281,227700
2014-06-23,11.46230411529541,11.498905078141483,11.291497682807682,11.376900317289731,85200
2014-06-24,11.414721488952637,11.505005102474719,11.376899990903166,11.395201053562985,64900
2014-06-25,11.389097213745117,11.437898869045448,11.286614086671396,11.364695804333332,51700
2014-06-26,11.358603477478027,11.407405162260497,11.30980179269556,11.370803026030687,31100
2014-06-27,11.50500774383545,11.50500774383545,11.260998173111632,11.407404380955468,29800
2014-06-30,11.70020866394043,11.706309016533911,11.297594700956983,11.505002035042187,81200
2014-07-01,11.498903274536133,11.645308266480404,11.437900903678491,11.505003627974242,59100
2014-07-02,11.46230411529541,11.582477489952682,11.376900317289731,11.407402089264483,26000
2014-07-03,11.559905052185059,11.590405654286984,11.376897949003336,11.52330293343468,18500
2014-07-07,11.572108268737793,11.608710399108341,11.437903947950396,11.590409333923066,47200
2014-07-08,11.742916107177734,11.742916107177734,11.328101222162957,11.50500804928204,95500
2014-07-09,11.712409973144531,11.895415906293556,11.437899909897649,11.718509162529264,109600
2014-07-10,11.706315040588379,11.706315040588379,11.413503783037438,11.596510964447262,33100
2014-07-11,11.596508026123047,11.712412428629012,11.498904686178104,11.498904686178104,51000
2014-07-14,11.68191146850586,11.68191146850586,11.535506448426844,11.541606803037261,19600
2014-07-15,11.68191146850586,11.730713141865532,11.543437025772755,11.700212532337114,97300
2014-07-16,11.639209747314453,11.77341405353233,11.535506049570394,11.712412836584697,34100
2014-07-17,11.602607727050781,11.773412980575822,11.602607727050781,11.755113082568725,31700
2014-07-18,11.706315040588379,11.816119116729496,11.590410608714546,11.590410608714546,53300
2014-07-21,11.895417213439941,11.895417213439941,11.651408887920228,11.733761915943782,27700
2014-07-22,11.96861743927002,12.005218388490619,11.7185076562802,11.7185076562802,82000
