Price,Close,High,Low,Open,Volume
Ticker,AON,AON,AON,AON,AON
Date,,,,,
2000-01-03,26.473594665527344,26.89785099029541,26.00691270828247,26.728148460388184,659800
2000-01-04,25.879640579223633,26.431173903043153,25.794789298636015,26.388748262749345,1160500
2000-01-05,26.643293380737305,26.812995886347096,25.92205773189569,26.303888369517722,2717300
2000-01-06,27.576671600341797,27.66152289757362,26.431179087712216,26.558456033559946,3123600
2000-01-07,29.019119262695312,29.019119262695312,27.491797196237666,27.491797196237666,1656500
2000-01-10,20.449155807495117,23.588652757193536,19.091535504922827,22.400734992442786,8579700
2000-01-11,19.17638397216797,20.109747793822162,18.582425176569846,20.109747793822162,6606700
2000-01-12,18.921833038330078,19.430940653711158,18.66727923063954,19.34608938448098,3032500
2000-01-13,20.618864059448242,20.618864059448242,18.96426385714684,19.261243380636834,2635700
2000-01-14,20.321868896484375,20.618848191422558,20.02488960154619,20.533996964297362,1803200
2000-01-18,19.515792846679688,19.940049212911855,19.47336721005647,19.85519793966542,1500900
2000-01-19,18.540006637573242,19.64307339404213,18.370304059654952,19.17639130476683,2813500
2000-01-20,17.90361976623535,18.624855633595544,17.39451209515757,18.54000435508258,1381500
2000-01-21,17.352087020874023,18.158174192992867,17.012681895771355,18.158174192992867,1159600
2000-01-24,16.46114730834961,17.776342067521874,16.249019121386343,17.479362605773296,1436500
2000-01-25,15.90960693359375,16.715693684895832,15.442925130208332,16.545991210937498,2220700
2000-01-26,17.139957427978516,17.139957427978516,15.612634488851718,15.612634488851718,2251400
2000-01-27,17.94603729248047,18.497570353478686,17.691483572019752,17.73390919209654,2533300
2000-01-28,17.564210891723633,17.946041563282844,16.864187993865084,17.946041563282844,1010200
2000-01-31,17.564210891723633,17.564210891723633,16.927826439124953,17.564210891723633,648300
2000-02-01,17.861194610595703,18.158174093432212,17.564215127759194,17.733917689380057,820300
2000-02-02,18.540006637573242,18.540006637573242,17.818770681420506,17.86119632590008,1255700
2000-02-03,18.540006637573242,18.752134859971104,17.946047614859225,18.455155348614095,1131600
2000-02-04,18.59814453125,18.854670662715517,18.427127110272988,18.59814453125,656000
2000-02-07,18.89742088317871,18.940175229068256,18.469877424283265,18.51263177017281,871300
2000-02-08,18.170618057250977,19.453249920115752,17.52930212581859,19.06846036125632,1039200
2000-02-09,16.716955184936523,18.085094739713938,16.58869210167614,18.042340378627145,833900
2000-02-10,16.032894134521484,17.144508127848308,16.032894134521484,16.759718668619794,1069400
2000-02-11,16.37491798400879,16.545935404207313,16.20390056381026,16.41767233905842,1159600
2000-02-14,16.6742000579834,17.058989290090707,15.904621593768779,16.203902107630018,1587800
2000-02-15,16.289417266845703,16.887978531244233,16.032891010674906,16.6742066511019,1196500
2000-02-16,15.990131378173828,16.417674997911096,15.776359568305194,16.374920635937368,813400
2000-02-17,15.819107055664062,16.075633116026182,15.733598368876688,16.075633116026182,1216200
2000-02-18,15.519830703735352,16.03288295840429,15.519830703735352,15.77635683106982,1048400
2000-02-22,15.690855026245117,15.86187251971918,15.562591906139572,15.562591906139572,1085100
2000-02-23,15.30605697631836,15.861863514564556,15.30605697631836,15.605337419989388,1797600
2000-02-24,15.135043144226074,15.605341095035358,14.921271348403671,15.391569299212957,1126000
2000-02-25,14.621999740600586,15.135052363077799,14.621999740600584,15.135052363077799,1334800
2000-02-28,14.707491874694824,15.006772232610126,14.621983201004738,14.79300054838491,769800
2000-02-29,14.408222198486328,14.664748409735342,14.151695987237312,14.62199404119384,1226300
2000-03-01,15.776357650756836,15.990129434642428,14.322709520334795,14.365463877111914,1215600
2000-03-02,15.819107055664062,15.81910705566406,15.648089682089315,15.776352712270375,1178600
2000-03-03,16.289417266845703,16.6742066511019,15.776364754504106,15.990136634646438,717900
2000-03-06,15.947378158569336,16.289413078860367,15.733606333387442,16.20390434878761,570200
2000-03-07,15.30605697631836,15.861863514564556,15.30605697631836,15.861863514564556,693400
2000-03-08,14.878518104553223,15.348816090616689,14.835763742183818,15.306061728247283,873200
2000-03-09,14.878518104553223,15.22055300350847,14.793009379814412,14.964026829292035,2129000
2000-03-10,14.750251770019531,15.220549652541894,14.750251770019531,15.220549652541894,626300
2000-03-13,14.921269416809082,15.13504118495821,14.707497648659954,14.75025200228978,968800
2000-03-14,14.878518104553223,15.092289916400253,14.750255017445006,14.964026829292035,794300
2000-03-15,16.460433959960938,16.67420582957082,14.921276498769783,15.006785246613736,1202300
2000-03-16,18.512643814086914,18.683661308905272,16.417679502562066,16.460433876266656,1824700
2000-03-17,17.700307846069336,18.811921382295914,17.48653601217961,18.811921382295914,1003800
2000-03-20,17.187240600585938,17.572029569255772,16.88796029162051,17.187240600585938,842600
2000-03-21,18.256118774414062,18.256118774414062,16.7597155961834,16.7597155961834,726000
2000-03-22,18.42713165283203,18.598149115967363,17.743061800290704,18.1278510923452,694100
2000-03-23,19.838022232055664,20.094548381608107,18.085093543447297,18.598145842552185,860300
2000-03-24,20.94964027404785,21.120657745672734,20.00904418011101,20.09455291592345,2056700
2000-03-27,20.47933578491211,20.949633683939318,20.265564012627014,20.86412497502528,1676100
2000-03-28,20.051788330078125,20.52208613739339,19.838016599480277,20.265560060675973,782000
2000-03-29,20.051788330078125,20.265560060675973,19.75250790724114,20.2228057145564,758500
2000-03-30,22.018495559692383,22.745319684963782,19.92353190449835,20.051794985428597,2210100
